Job_ID,skill,Job_Title,City,Location_Tier,Experience_Level,Work_Mode,Salary_LPA,Date_Posted
IND2026229,Machine Learning,Data Scientist,Nagpur,Tier 2,Fresher (0-1 yr),Hybrid,5.8,2025-11-26
IND2026229,Python,Data Scientist,Nagpur,Tier 2,Fresher (0-1 yr),Hybrid,5.8,2025-11-26
IND2026229,Statistics,Data Scientist,Nagpur,Tier 2,Fresher (0-1 yr),Hybrid,5.8,2025-11-26
IND2026229,NLP,Data Scientist,Nagpur,Tier 2,Fresher (0-1 yr),Hybrid,5.8,2025-11-26
IND2026229,Tableau,Data Scientist,Nagpur,Tier 2,Fresher (0-1 yr),Hybrid,5.8,2025-11-26
IND2026231,JIRA,Business Analyst,Remote,Remote,Junior (1-3 yrs),Remote,11.0,2025-02-06
IND2026231,Agile,Business Analyst,Remote,Remote,Junior (1-3 yrs),Remote,11.0,2025-02-06
IND2026231,Power BI,Business Analyst,Remote,Remote,Junior (1-3 yrs),Remote,11.0,2025-02-06
IND2026231,SQL,Business Analyst,Remote,Remote,Junior (1-3 yrs),Remote,11.0,2025-02-06
IND2026231,Excel,Business Analyst,Remote,Remote,Junior (1-3 yrs),Remote,11.0,2025-02-06
IND2026231,Requirements Gathering,Business Analyst,Remote,Remote,Junior (1-3 yrs),Remote,11.0,2025-02-06
IND2026238,dbt,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,27.7,2025-09-09
IND2026238,AWS,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,27.7,2025-09-09
IND2026238,SQL,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,27.7,2025-09-09
IND2026238,Python,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,27.7,2025-09-09
IND2026238,ETL,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,27.7,2025-09-09
IND2026238,Airflow,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,27.7,2025-09-09
IND2026242,Data Visualization,Data Analyst,Remote,Remote,Mid (3-6 yrs),Remote,20.2,2025-08-29
IND2026242,SQL,Data Analyst,Remote,Remote,Mid (3-6 yrs),Remote,20.2,2025-08-29
IND2026242,Excel,Data Analyst,Remote,Remote,Mid (3-6 yrs),Remote,20.2,2025-08-29
IND2026242,Tableau,Data Analyst,Remote,Remote,Mid (3-6 yrs),Remote,20.2,2025-08-29
IND2026242,Power BI,Data Analyst,Remote,Remote,Mid (3-6 yrs),Remote,20.2,2025-08-29
IND2026248,Statistics,Data Scientist,Pune,Tier 1,Fresher (0-1 yr),On-Site,7.4,2026-04-15
IND2026248,TensorFlow,Data Scientist,Pune,Tier 1,Fresher (0-1 yr),On-Site,7.4,2026-04-15
IND2026248,NLP,Data Scientist,Pune,Tier 1,Fresher (0-1 yr),On-Site,7.4,2026-04-15
IND2026260,Pandas,Data Scientist,Mumbai,Tier 1,Lead (10+ yrs),On-Site,58.9,2025-03-23
IND2026260,Machine Learning,Data Scientist,Mumbai,Tier 1,Lead (10+ yrs),On-Site,58.9,2025-03-23
IND2026260,NLP,Data Scientist,Mumbai,Tier 1,Lead (10+ yrs),On-Site,58.9,2025-03-23
IND2026261,Scikit-learn,Data Scientist,Bangalore,Tier 1,Junior (1-3 yrs),Hybrid,1.2,2024-10-17
IND2026261,Statistics,Data Scientist,Bangalore,Tier 1,Junior (1-3 yrs),Hybrid,1.2,2024-10-17
IND2026261,NLP,Data Scientist,Bangalore,Tier 1,Junior (1-3 yrs),Hybrid,1.2,2024-10-17
IND2026261,Tableau,Data Scientist,Bangalore,Tier 1,Junior (1-3 yrs),Hybrid,1.2,2024-10-17
IND2026261,Pandas,Data Scientist,Bangalore,Tier 1,Junior (1-3 yrs),Hybrid,1.2,2024-10-17
IND2026261,TensorFlow,Data Scientist,Bangalore,Tier 1,Junior (1-3 yrs),Hybrid,1.2,2024-10-17
IND2026276,Kafka,Data Engineer,Remote,Remote,Senior (6-10 yrs),On-Site,29.2,2025-08-02
IND2026276,SQL,Data Engineer,Remote,Remote,Senior (6-10 yrs),On-Site,29.2,2025-08-02
IND2026276,dbt,Data Engineer,Remote,Remote,Senior (6-10 yrs),On-Site,29.2,2025-08-02
IND2026277,SQL,Data Engineer,Remote,Remote,Junior (1-3 yrs),Remote,13.3,2025-01-01
IND2026277,ETL,Data Engineer,Remote,Remote,Junior (1-3 yrs),Remote,13.3,2025-01-01
IND2026277,Kafka,Data Engineer,Remote,Remote,Junior (1-3 yrs),Remote,13.3,2025-01-01
IND2026277,Spark,Data Engineer,Remote,Remote,Junior (1-3 yrs),Remote,13.3,2025-01-01
IND2026277,Python,Data Engineer,Remote,Remote,Junior (1-3 yrs),Remote,13.3,2025-01-01
IND2026295,SQL,Data Engineer,Nagpur,Tier 2,Junior (1-3 yrs),On-Site,8.3,2025-04-27
IND2026295,Kafka,Data Engineer,Nagpur,Tier 2,Junior (1-3 yrs),On-Site,8.3,2025-04-27
IND2026295,dbt,Data Engineer,Nagpur,Tier 2,Junior (1-3 yrs),On-Site,8.3,2025-04-27
IND2026295,Airflow,Data Engineer,Nagpur,Tier 2,Junior (1-3 yrs),On-Site,8.3,2025-04-27
IND2026295,ETL,Data Engineer,Nagpur,Tier 2,Junior (1-3 yrs),On-Site,8.3,2025-04-27
IND2026295,Python,Data Engineer,Nagpur,Tier 2,Junior (1-3 yrs),On-Site,8.3,2025-04-27
IND2026297,Power BI,Business Analyst,Remote,Remote,Junior (1-3 yrs),Hybrid,7.6,2025-01-05
IND2026297,Requirements Gathering,Business Analyst,Remote,Remote,Junior (1-3 yrs),Hybrid,7.6,2025-01-05
IND2026297,SQL,Business Analyst,Remote,Remote,Junior (1-3 yrs),Hybrid,7.6,2025-01-05
IND2026297,Agile,Business Analyst,Remote,Remote,Junior (1-3 yrs),Hybrid,7.6,2025-01-05
IND2026300,Python,Data Scientist,Remote,Remote,Lead (10+ yrs),On-Site,48.9,2024-09-06
IND2026300,Machine Learning,Data Scientist,Remote,Remote,Lead (10+ yrs),On-Site,48.9,2024-09-06
IND2026300,NLP,Data Scientist,Remote,Remote,Lead (10+ yrs),On-Site,48.9,2024-09-06
IND2026300,Tableau,Data Scientist,Remote,Remote,Lead (10+ yrs),On-Site,48.9,2024-09-06
IND2026300,Statistics,Data Scientist,Remote,Remote,Lead (10+ yrs),On-Site,48.9,2024-09-06
IND2026319,Python,Data Engineer,Bhubaneswar,Tier 2,Mid (3-6 yrs),On-Site,1.9,2025-11-04
IND2026319,Kafka,Data Engineer,Bhubaneswar,Tier 2,Mid (3-6 yrs),On-Site,1.9,2025-11-04
IND2026319,Spark,Data Engineer,Bhubaneswar,Tier 2,Mid (3-6 yrs),On-Site,1.9,2025-11-04
IND2026319,ETL,Data Engineer,Bhubaneswar,Tier 2,Mid (3-6 yrs),On-Site,1.9,2025-11-04
IND2026319,dbt,Data Engineer,Bhubaneswar,Tier 2,Mid (3-6 yrs),On-Site,1.9,2025-11-04
IND2026323,NLP,Data Scientist,Delhi,Tier 1,Junior (1-3 yrs),Hybrid,7.2,2025-02-01
IND2026323,Pandas,Data Scientist,Delhi,Tier 1,Junior (1-3 yrs),Hybrid,7.2,2025-02-01
IND2026323,Statistics,Data Scientist,Delhi,Tier 1,Junior (1-3 yrs),Hybrid,7.2,2025-02-01
IND2026323,Machine Learning,Data Scientist,Delhi,Tier 1,Junior (1-3 yrs),Hybrid,7.2,2025-02-01
IND2026337,Python,Data Scientist,Bhubaneswar,Tier 2,Fresher (0-1 yr),Hybrid,4.9,2024-11-25
IND2026337,TensorFlow,Data Scientist,Bhubaneswar,Tier 2,Fresher (0-1 yr),Hybrid,4.9,2024-11-25
IND2026337,Tableau,Data Scientist,Bhubaneswar,Tier 2,Fresher (0-1 yr),Hybrid,4.9,2024-11-25
IND2026340,Machine Learning,Data Scientist,Remote,Remote,Fresher (0-1 yr),Hybrid,5.4,2024-10-22
IND2026340,SQL,Data Scientist,Remote,Remote,Fresher (0-1 yr),Hybrid,5.4,2024-10-22
IND2026340,NLP,Data Scientist,Remote,Remote,Fresher (0-1 yr),Hybrid,5.4,2024-10-22
IND2026340,Pandas,Data Scientist,Remote,Remote,Fresher (0-1 yr),Hybrid,5.4,2024-10-22
IND2026340,Tableau,Data Scientist,Remote,Remote,Fresher (0-1 yr),Hybrid,5.4,2024-10-22
IND2026342,NLP,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,30.1,2025-09-02
IND2026342,Tableau,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,30.1,2025-09-02
IND2026342,Python,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,30.1,2025-09-02
IND2026342,TensorFlow,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,30.1,2025-09-02
IND2026342,Pandas,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,30.1,2025-09-02
IND2026342,SQL,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,30.1,2025-09-02
IND2026346,Python,Data Scientist,Pune,Tier 1,Mid (3-6 yrs),Hybrid,22.8,2024-12-18
IND2026346,Statistics,Data Scientist,Pune,Tier 1,Mid (3-6 yrs),Hybrid,22.8,2024-12-18
IND2026346,Tableau,Data Scientist,Pune,Tier 1,Mid (3-6 yrs),Hybrid,22.8,2024-12-18
IND2026346,Scikit-learn,Data Scientist,Pune,Tier 1,Mid (3-6 yrs),Hybrid,22.8,2024-12-18
IND2026346,SQL,Data Scientist,Pune,Tier 1,Mid (3-6 yrs),Hybrid,22.8,2024-12-18
IND2026346,TensorFlow,Data Scientist,Pune,Tier 1,Mid (3-6 yrs),Hybrid,22.8,2024-12-18
IND2026348,Scikit-learn,Data Scientist,Hyderabad,Tier 1,Mid (3-6 yrs),On-Site,28.6,2025-06-08
IND2026348,Machine Learning,Data Scientist,Hyderabad,Tier 1,Mid (3-6 yrs),On-Site,28.6,2025-06-08
IND2026348,TensorFlow,Data Scientist,Hyderabad,Tier 1,Mid (3-6 yrs),On-Site,28.6,2025-06-08
IND2026348,Pandas,Data Scientist,Hyderabad,Tier 1,Mid (3-6 yrs),On-Site,28.6,2025-06-08
IND2026348,Deep Learning,Data Scientist,Hyderabad,Tier 1,Mid (3-6 yrs),On-Site,28.6,2025-06-08
IND2026348,Statistics,Data Scientist,Hyderabad,Tier 1,Mid (3-6 yrs),On-Site,28.6,2025-06-08
IND2026354,Python,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,20.6,2025-08-06
IND2026354,Spark,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,20.6,2025-08-06
IND2026354,SQL,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,20.6,2025-08-06
IND2026354,ETL,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,20.6,2025-08-06
IND2026354,AWS,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,20.6,2025-08-06
IND2026366,Kafka,Data Engineer,Delhi,Tier 1,Junior (1-3 yrs),Hybrid,13.9,2024-06-02
IND2026366,SQL,Data Engineer,Delhi,Tier 1,Junior (1-3 yrs),Hybrid,13.9,2024-06-02
IND2026366,dbt,Data Engineer,Delhi,Tier 1,Junior (1-3 yrs),Hybrid,13.9,2024-06-02
IND2026366,Airflow,Data Engineer,Delhi,Tier 1,Junior (1-3 yrs),Hybrid,13.9,2024-06-02
IND2026366,AWS,Data Engineer,Delhi,Tier 1,Junior (1-3 yrs),Hybrid,13.9,2024-06-02
IND2026373,Excel,Data Analyst,Ahmedabad,Tier 2,Mid (3-6 yrs),On-Site,3.0,2026-02-05
IND2026373,Python,Data Analyst,Ahmedabad,Tier 2,Mid (3-6 yrs),On-Site,3.0,2026-02-05
IND2026373,Tableau,Data Analyst,Ahmedabad,Tier 2,Mid (3-6 yrs),On-Site,3.0,2026-02-05
IND2026373,Power BI,Data Analyst,Ahmedabad,Tier 2,Mid (3-6 yrs),On-Site,3.0,2026-02-05
IND2026373,Data Visualization,Data Analyst,Ahmedabad,Tier 2,Mid (3-6 yrs),On-Site,3.0,2026-02-05
IND2026373,Statistics,Data Analyst,Ahmedabad,Tier 2,Mid (3-6 yrs),On-Site,3.0,2026-02-05
IND2026376,TensorFlow,Data Scientist,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,7.9,2026-02-06
IND2026376,NLP,Data Scientist,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,7.9,2026-02-06
IND2026376,Statistics,Data Scientist,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,7.9,2026-02-06
IND2026376,Python,Data Scientist,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,7.9,2026-02-06
IND2026379,SQL,Data Analyst,Kolkata,Tier 2,Mid (3-6 yrs),Hybrid,18.6,2025-09-01
IND2026379,Python,Data Analyst,Kolkata,Tier 2,Mid (3-6 yrs),Hybrid,18.6,2025-09-01
IND2026379,Excel,Data Analyst,Kolkata,Tier 2,Mid (3-6 yrs),Hybrid,18.6,2025-09-01
IND2026379,Data Visualization,Data Analyst,Kolkata,Tier 2,Mid (3-6 yrs),Hybrid,18.6,2025-09-01
IND2026379,Tableau,Data Analyst,Kolkata,Tier 2,Mid (3-6 yrs),Hybrid,18.6,2025-09-01
IND2026379,Power BI,Data Analyst,Kolkata,Tier 2,Mid (3-6 yrs),Hybrid,18.6,2025-09-01
IND2026383,Kafka,Data Engineer,Remote,Remote,Mid (3-6 yrs),Hybrid,16.2,2024-06-14
IND2026383,AWS,Data Engineer,Remote,Remote,Mid (3-6 yrs),Hybrid,16.2,2024-06-14
IND2026383,Python,Data Engineer,Remote,Remote,Mid (3-6 yrs),Hybrid,16.2,2024-06-14
IND2026383,dbt,Data Engineer,Remote,Remote,Mid (3-6 yrs),Hybrid,16.2,2024-06-14
IND2026383,Spark,Data Engineer,Remote,Remote,Mid (3-6 yrs),Hybrid,16.2,2024-06-14
IND2026383,ETL,Data Engineer,Remote,Remote,Mid (3-6 yrs),Hybrid,16.2,2024-06-14
IND2026387,Airflow,Data Engineer,Remote,Remote,Senior (6-10 yrs),Remote,31.9,2025-12-08
IND2026387,ETL,Data Engineer,Remote,Remote,Senior (6-10 yrs),Remote,31.9,2025-12-08
IND2026387,Python,Data Engineer,Remote,Remote,Senior (6-10 yrs),Remote,31.9,2025-12-08
IND2026387,AWS,Data Engineer,Remote,Remote,Senior (6-10 yrs),Remote,31.9,2025-12-08
IND2026391,Python,Data Scientist,Remote,Remote,Mid (3-6 yrs),Remote,2.8,2025-08-19
IND2026391,Scikit-learn,Data Scientist,Remote,Remote,Mid (3-6 yrs),Remote,2.8,2025-08-19
IND2026391,Statistics,Data Scientist,Remote,Remote,Mid (3-6 yrs),Remote,2.8,2025-08-19
IND2026391,SQL,Data Scientist,Remote,Remote,Mid (3-6 yrs),Remote,2.8,2025-08-19
IND2026392,Kafka,Data Engineer,Remote,Remote,Junior (1-3 yrs),Remote,9.3,2025-02-06
IND2026392,AWS,Data Engineer,Remote,Remote,Junior (1-3 yrs),Remote,9.3,2025-02-06
IND2026392,ETL,Data Engineer,Remote,Remote,Junior (1-3 yrs),Remote,9.3,2025-02-06
IND2026406,SQL,Data Analyst,Kochi,Tier 2,Mid (3-6 yrs),On-Site,24.8,2024-10-29
IND2026406,Power BI,Data Analyst,Kochi,Tier 2,Mid (3-6 yrs),On-Site,24.8,2024-10-29
IND2026406,Python,Data Analyst,Kochi,Tier 2,Mid (3-6 yrs),On-Site,24.8,2024-10-29
IND2026406,Statistics,Data Analyst,Kochi,Tier 2,Mid (3-6 yrs),On-Site,24.8,2024-10-29
IND2026411,Statistics,Data Scientist,Bangalore,Tier 1,Junior (1-3 yrs),On-Site,10.4,2024-07-04
IND2026411,Tableau,Data Scientist,Bangalore,Tier 1,Junior (1-3 yrs),On-Site,10.4,2024-07-04
IND2026411,Python,Data Scientist,Bangalore,Tier 1,Junior (1-3 yrs),On-Site,10.4,2024-07-04
IND2026411,TensorFlow,Data Scientist,Bangalore,Tier 1,Junior (1-3 yrs),On-Site,10.4,2024-07-04
IND2026411,Scikit-learn,Data Scientist,Bangalore,Tier 1,Junior (1-3 yrs),On-Site,10.4,2024-07-04
IND2026411,Deep Learning,Data Scientist,Bangalore,Tier 1,Junior (1-3 yrs),On-Site,10.4,2024-07-04
IND2026414,Power BI,Business Analyst,Remote,Remote,Fresher (0-1 yr),Remote,7.3,2025-09-25
IND2026414,Requirements Gathering,Business Analyst,Remote,Remote,Fresher (0-1 yr),Remote,7.3,2025-09-25
IND2026414,Agile,Business Analyst,Remote,Remote,Fresher (0-1 yr),Remote,7.3,2025-09-25
IND2026414,SQL,Business Analyst,Remote,Remote,Fresher (0-1 yr),Remote,7.3,2025-09-25
IND2026414,Excel,Business Analyst,Remote,Remote,Fresher (0-1 yr),Remote,7.3,2025-09-25
IND2026414,JIRA,Business Analyst,Remote,Remote,Fresher (0-1 yr),Remote,7.3,2025-09-25
IND2026416,Scikit-learn,Data Scientist,Mumbai,Tier 1,Mid (3-6 yrs),On-Site,17.6,2026-04-28
IND2026416,TensorFlow,Data Scientist,Mumbai,Tier 1,Mid (3-6 yrs),On-Site,17.6,2026-04-28
IND2026416,Python,Data Scientist,Mumbai,Tier 1,Mid (3-6 yrs),On-Site,17.6,2026-04-28
IND2026416,Machine Learning,Data Scientist,Mumbai,Tier 1,Mid (3-6 yrs),On-Site,17.6,2026-04-28
IND2026416,Tableau,Data Scientist,Mumbai,Tier 1,Mid (3-6 yrs),On-Site,17.6,2026-04-28
IND2026416,Statistics,Data Scientist,Mumbai,Tier 1,Mid (3-6 yrs),On-Site,17.6,2026-04-28
IND2026426,Statistics,Data Analyst,Remote,Remote,Fresher (0-1 yr),Remote,3.7,2024-11-11
IND2026426,Python,Data Analyst,Remote,Remote,Fresher (0-1 yr),Remote,3.7,2024-11-11
IND2026426,SQL,Data Analyst,Remote,Remote,Fresher (0-1 yr),Remote,3.7,2024-11-11
IND2026426,Data Visualization,Data Analyst,Remote,Remote,Fresher (0-1 yr),Remote,3.7,2024-11-11
IND2026426,Tableau,Data Analyst,Remote,Remote,Fresher (0-1 yr),Remote,3.7,2024-11-11
IND2026426,Power BI,Data Analyst,Remote,Remote,Fresher (0-1 yr),Remote,3.7,2024-11-11
IND2026429,SQL,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,15.5,2024-12-08
IND2026429,Machine Learning,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,15.5,2024-12-08
IND2026429,Pandas,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,15.5,2024-12-08
IND2026429,Python,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,15.5,2024-12-08
IND2026429,NLP,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,15.5,2024-12-08
IND2026429,Deep Learning,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,15.5,2024-12-08
IND2026448,dbt,Data Engineer,Nagpur,Tier 2,Senior (6-10 yrs),Hybrid,58.3,2025-10-06
IND2026448,ETL,Data Engineer,Nagpur,Tier 2,Senior (6-10 yrs),Hybrid,58.3,2025-10-06
IND2026448,Kafka,Data Engineer,Nagpur,Tier 2,Senior (6-10 yrs),Hybrid,58.3,2025-10-06
IND2026448,SQL,Data Engineer,Nagpur,Tier 2,Senior (6-10 yrs),Hybrid,58.3,2025-10-06
IND2026448,Python,Data Engineer,Nagpur,Tier 2,Senior (6-10 yrs),Hybrid,58.3,2025-10-06
IND2026458,Excel,Data Analyst,Bangalore,Tier 1,Senior (6-10 yrs),On-Site,28.8,2025-07-20
IND2026458,Tableau,Data Analyst,Bangalore,Tier 1,Senior (6-10 yrs),On-Site,28.8,2025-07-20
IND2026458,Power BI,Data Analyst,Bangalore,Tier 1,Senior (6-10 yrs),On-Site,28.8,2025-07-20
IND2026458,Data Visualization,Data Analyst,Bangalore,Tier 1,Senior (6-10 yrs),On-Site,28.8,2025-07-20
IND2026458,Statistics,Data Analyst,Bangalore,Tier 1,Senior (6-10 yrs),On-Site,28.8,2025-07-20
IND2026462,dbt,Data Engineer,Remote,Remote,Junior (1-3 yrs),On-Site,1.8,2025-04-21
IND2026462,Kafka,Data Engineer,Remote,Remote,Junior (1-3 yrs),On-Site,1.8,2025-04-21
IND2026462,AWS,Data Engineer,Remote,Remote,Junior (1-3 yrs),On-Site,1.8,2025-04-21
IND2026462,Spark,Data Engineer,Remote,Remote,Junior (1-3 yrs),On-Site,1.8,2025-04-21
IND2026462,SQL,Data Engineer,Remote,Remote,Junior (1-3 yrs),On-Site,1.8,2025-04-21
IND2026464,Power BI,Business Analyst,Chandigarh,Tier 2,Senior (6-10 yrs),On-Site,54.4,2024-12-21
IND2026464,Agile,Business Analyst,Chandigarh,Tier 2,Senior (6-10 yrs),On-Site,54.4,2024-12-21
IND2026464,Excel,Business Analyst,Chandigarh,Tier 2,Senior (6-10 yrs),On-Site,54.4,2024-12-21
IND2026467,Data Visualization,Data Analyst,Remote,Remote,Junior (1-3 yrs),Remote,9.2,2025-04-02
IND2026467,Tableau,Data Analyst,Remote,Remote,Junior (1-3 yrs),Remote,9.2,2025-04-02
IND2026467,Power BI,Data Analyst,Remote,Remote,Junior (1-3 yrs),Remote,9.2,2025-04-02
IND2026467,Statistics,Data Analyst,Remote,Remote,Junior (1-3 yrs),Remote,9.2,2025-04-02
IND2026467,Excel,Data Analyst,Remote,Remote,Junior (1-3 yrs),Remote,9.2,2025-04-02
IND2026473,Python,Data Engineer,Chennai,Tier 1,Mid (3-6 yrs),Hybrid,17.2,2025-09-06
IND2026473,Kafka,Data Engineer,Chennai,Tier 1,Mid (3-6 yrs),Hybrid,17.2,2025-09-06
IND2026473,Airflow,Data Engineer,Chennai,Tier 1,Mid (3-6 yrs),Hybrid,17.2,2025-09-06
IND2026473,SQL,Data Engineer,Chennai,Tier 1,Mid (3-6 yrs),Hybrid,17.2,2025-09-06
IND2026479,Scikit-learn,Data Scientist,Remote,Remote,Lead (10+ yrs),Remote,63.1,2024-10-14
IND2026479,Machine Learning,Data Scientist,Remote,Remote,Lead (10+ yrs),Remote,63.1,2024-10-14
IND2026479,Tableau,Data Scientist,Remote,Remote,Lead (10+ yrs),Remote,63.1,2024-10-14
IND2026479,Python,Data Scientist,Remote,Remote,Lead (10+ yrs),Remote,63.1,2024-10-14
IND2026479,SQL,Data Scientist,Remote,Remote,Lead (10+ yrs),Remote,63.1,2024-10-14
IND2026479,TensorFlow,Data Scientist,Remote,Remote,Lead (10+ yrs),Remote,63.1,2024-10-14
IND2026488,SQL,Data Scientist,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,10.8,2025-04-01
IND2026488,Deep Learning,Data Scientist,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,10.8,2025-04-01
IND2026488,Pandas,Data Scientist,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,10.8,2025-04-01
IND2026489,SQL,Business Analyst,Remote,Remote,Fresher (0-1 yr),Hybrid,5.7,2025-07-21
IND2026489,Power BI,Business Analyst,Remote,Remote,Fresher (0-1 yr),Hybrid,5.7,2025-07-21
IND2026489,Excel,Business Analyst,Remote,Remote,Fresher (0-1 yr),Hybrid,5.7,2025-07-21
IND2026491,Kafka,Data Engineer,Coimbatore,Tier 2,Fresher (0-1 yr),On-Site,6.9,2025-03-02
IND2026491,Airflow,Data Engineer,Coimbatore,Tier 2,Fresher (0-1 yr),On-Site,6.9,2025-03-02
IND2026491,dbt,Data Engineer,Coimbatore,Tier 2,Fresher (0-1 yr),On-Site,6.9,2025-03-02
IND2026491,Python,Data Engineer,Coimbatore,Tier 2,Fresher (0-1 yr),On-Site,6.9,2025-03-02
IND2026499,Pandas,Data Scientist,Chennai,Tier 1,Senior (6-10 yrs),On-Site,64.9,2025-02-03
IND2026499,Machine Learning,Data Scientist,Chennai,Tier 1,Senior (6-10 yrs),On-Site,64.9,2025-02-03
IND2026499,Deep Learning,Data Scientist,Chennai,Tier 1,Senior (6-10 yrs),On-Site,64.9,2025-02-03
IND2026503,Statistics,Data Analyst,Hyderabad,Tier 1,Mid (3-6 yrs),Hybrid,19.3,2026-03-19
IND2026503,Power BI,Data Analyst,Hyderabad,Tier 1,Mid (3-6 yrs),Hybrid,19.3,2026-03-19
IND2026503,Excel,Data Analyst,Hyderabad,Tier 1,Mid (3-6 yrs),Hybrid,19.3,2026-03-19
IND2026509,Statistics,Data Scientist,Bangalore,Tier 1,Senior (6-10 yrs),Hybrid,60.8,2026-02-22
IND2026509,TensorFlow,Data Scientist,Bangalore,Tier 1,Senior (6-10 yrs),Hybrid,60.8,2026-02-22
IND2026509,NLP,Data Scientist,Bangalore,Tier 1,Senior (6-10 yrs),Hybrid,60.8,2026-02-22
IND2026509,Scikit-learn,Data Scientist,Bangalore,Tier 1,Senior (6-10 yrs),Hybrid,60.8,2026-02-22
IND2026509,Python,Data Scientist,Bangalore,Tier 1,Senior (6-10 yrs),Hybrid,60.8,2026-02-22
IND2026511,Power BI,Data Analyst,Remote,Remote,Junior (1-3 yrs),Remote,12.3,2024-11-05
IND2026511,SQL,Data Analyst,Remote,Remote,Junior (1-3 yrs),Remote,12.3,2024-11-05
IND2026511,Data Visualization,Data Analyst,Remote,Remote,Junior (1-3 yrs),Remote,12.3,2024-11-05
IND2026512,Agile,Business Analyst,Hyderabad,Tier 1,Mid (3-6 yrs),On-Site,31.7,2024-09-20
IND2026512,SQL,Business Analyst,Hyderabad,Tier 1,Mid (3-6 yrs),On-Site,31.7,2024-09-20
IND2026512,JIRA,Business Analyst,Hyderabad,Tier 1,Mid (3-6 yrs),On-Site,31.7,2024-09-20
IND2026521,SQL,Business Analyst,Remote,Remote,Junior (1-3 yrs),Remote,16.0,2025-03-26
IND2026521,JIRA,Business Analyst,Remote,Remote,Junior (1-3 yrs),Remote,16.0,2025-03-26
IND2026521,Agile,Business Analyst,Remote,Remote,Junior (1-3 yrs),Remote,16.0,2025-03-26
IND2026524,dbt,Data Engineer,Remote,Remote,Senior (6-10 yrs),Remote,32.2,2024-07-15
IND2026524,Airflow,Data Engineer,Remote,Remote,Senior (6-10 yrs),Remote,32.2,2024-07-15
IND2026524,ETL,Data Engineer,Remote,Remote,Senior (6-10 yrs),Remote,32.2,2024-07-15
IND2026529,Power BI,Data Analyst,Bangalore,Tier 1,Fresher (0-1 yr),On-Site,5.2,2024-08-27
IND2026529,SQL,Data Analyst,Bangalore,Tier 1,Fresher (0-1 yr),On-Site,5.2,2024-08-27
IND2026529,Data Visualization,Data Analyst,Bangalore,Tier 1,Fresher (0-1 yr),On-Site,5.2,2024-08-27
IND2026531,Power BI,Data Analyst,Remote,Remote,Senior (6-10 yrs),On-Site,33.9,2025-03-02
IND2026531,Statistics,Data Analyst,Remote,Remote,Senior (6-10 yrs),On-Site,33.9,2025-03-02
IND2026531,Tableau,Data Analyst,Remote,Remote,Senior (6-10 yrs),On-Site,33.9,2025-03-02
IND2026531,Data Visualization,Data Analyst,Remote,Remote,Senior (6-10 yrs),On-Site,33.9,2025-03-02
IND2026531,SQL,Data Analyst,Remote,Remote,Senior (6-10 yrs),On-Site,33.9,2025-03-02
IND2026531,Excel,Data Analyst,Remote,Remote,Senior (6-10 yrs),On-Site,33.9,2025-03-02
IND2026541,dbt,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,14.7,2025-12-23
IND2026541,AWS,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,14.7,2025-12-23
IND2026541,SQL,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,14.7,2025-12-23
IND2026550,Power BI,Business Analyst,Delhi,Tier 1,Senior (6-10 yrs),On-Site,49.9,2025-10-04
IND2026550,Agile,Business Analyst,Delhi,Tier 1,Senior (6-10 yrs),On-Site,49.9,2025-10-04
