Job_ID,Job_Title,Company,Company_Type,Industry,City,Location_Tier,Experience_Level,Job_Type,Work_Mode,Salary_LPA,Skills_Required,Education_Required,Openings,Applicants,Company_Rating,Date_Posted
IND2025740,Data Analyst,Flipkart,Indian Unicorn,Government/PSU,Bangalore,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,44.0,"SQL, Statistics, Data Visualization, Tableau",MBA,1,42,3.4,2024-11-26
IND2025742,Data Analyst,Lenskart,Startup,Logistics,Kochi,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,12.5,"Data Visualization, SQL, Statistics, Tableau, Power BI, Excel",B.Tech/B.E.,3,313,3.5,2025-01-24
IND2025743,Data Analyst,MakeMyTrip,Indian Unicorn,EdTech,Mumbai,Tier 1,Junior (1-3 yrs),Contract,Hybrid,12.5,"Tableau, Excel, Python, Data Visualization, Statistics",B.Tech/B.E.,20,2119,3.2,2025-09-22
IND2025745,Data Engineer,BHEL,PSU/Govt,E-Commerce,Remote,Remote,Fresher (0-1 yr),Full-Time,On-Site,4.5,"Python, Kafka, SQL",B.Tech/B.E.,15,1563,4.0,2026-04-12
IND2025751,Data Engineer,BrowserStack,Startup,Information Technology,Lucknow,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,14.3,"Python, Kafka, SQL, dbt",M.Tech/M.E.,1,53,4.1,2025-08-11
IND2025772,Data Scientist,DRDO,PSU/Govt,Banking & Finance,Bangalore,Tier 1,Junior (1-3 yrs),Internship,Hybrid,1.7,"Machine Learning, Tableau, NLP, SQL, Python",M.Tech/M.E.,5,442,2.8,2024-11-23
IND2025773,Business Analyst,Wipro,MNC,Consulting,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,4.9,"Requirements Gathering, Excel, JIRA, SQL, Power BI",M.Tech/M.E.,1,95,2.9,2025-02-10
IND2025782,Business Analyst,Deloitte,MNC,FinTech,Jaipur,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,8.5,"JIRA, Requirements Gathering, SQL, Power BI, Excel, Agile",M.Tech/M.E.,5,458,4.2,2024-09-18
IND2025790,Data Scientist,Lenskart,Startup,Gaming,Remote,Remote,Mid (3-6 yrs),Part-Time,Remote,20.2,"Scikit-learn, Pandas, Machine Learning, Python, SQL",M.Tech/M.E.,2,172,4.3,2025-02-12
IND2025795,Data Scientist,Chargebee,Startup,EdTech,Chandigarh,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,55.7,"SQL, Statistics, Scikit-learn, TensorFlow, Pandas",M.Tech/M.E.,1,98,2.7,2025-05-03
IND2025804,Data Engineer,Leadsquared,Startup,HealthTech,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,37.4,"Python, Kafka, Airflow, ETL, dbt, Spark",B.Tech/B.E.,1,43,4.3,2024-07-24
IND2025805,Data Scientist,ISRO,PSU/Govt,Government/PSU,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,8.8,"SQL, Pandas, Machine Learning, Tableau",MBA,10,1016,3.1,2026-03-27
IND2025814,Data Engineer,HCL Technologies,MNC,Consulting,Pune,Tier 1,Junior (1-3 yrs),Internship,On-Site,1.7,"AWS, Python, Airflow, ETL, Spark, dbt",BCA,2,210,3.8,2025-05-11
IND2025816,Data Scientist,Deloitte,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Contract,Remote,22.0,"SQL, TensorFlow, Statistics",MBA,2,135,3.2,2024-07-16
IND2025827,Data Analyst,Khatabook,Startup,Information Technology,Delhi,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,19.3,"Python, SQL, Excel, Tableau, Statistics, Data Visualization",B.Tech/B.E.,1,72,4.0,2025-11-06
IND2025832,Data Engineer,HCL Technologies,MNC,Banking & Finance,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,15.1,"Airflow, AWS, Python",B.Sc (CS/IT),1,101,3.8,2025-06-13
IND2025857,Data Scientist,Infosys,MNC,Automobile,Remote,Remote,Fresher (0-1 yr),Full-Time,Hybrid,5.9,"Deep Learning, Tableau, Statistics, Scikit-learn, NLP",B.Tech/B.E.,10,904,4.2,2025-01-24
IND2025863,Data Analyst,Chargebee,Startup,Information Technology,Kochi,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,20.2,"Python, Tableau, Excel, Data Visualization, Statistics, SQL",BCA,20,628,3.9,2025-10-19
IND2025893,Data Engineer,Wipro,MNC,E-Commerce,Lucknow,Tier 2,Junior (1-3 yrs),Internship,On-Site,1.7,"Airflow, Spark, dbt, Kafka, Python, AWS",BCA,5,503,3.9,2024-11-10
IND2025896,Data Scientist,HAL,PSU/Govt,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,7.5,"NLP, Python, SQL",M.Tech/M.E.,2,91,3.9,2026-04-18
IND2025901,Data Engineer,Setu,Startup,Manufacturing,Chandigarh,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,14.8,"Python, Kafka, SQL, AWS",B.Tech/B.E.,1,94,3.9,2025-10-27
IND2025915,Data Engineer,ISRO,PSU/Govt,E-Commerce,Remote,Remote,Senior (6-10 yrs),Full-Time,On-Site,16.8,"Airflow, dbt, Kafka",M.Tech/M.E.,1,78,3.6,2026-02-28
IND2025919,Data Engineer,Lenskart,Startup,Retail,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,9.1,"dbt, Airflow, ETL, AWS, Python",MCA,5,330,2.7,2025-05-01
IND2025928,Data Scientist,BrowserStack,Startup,Manufacturing,Pune,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,7.3,"SQL, Scikit-learn, Statistics",BCA,1,102,3.3,2024-07-13
IND2025930,Data Analyst,Zomato,Indian Unicorn,E-Commerce,Delhi,Tier 1,Lead (10+ yrs),Part-Time,On-Site,58.0,"Data Visualization, Python, Power BI, SQL",B.Sc (CS/IT),3,183,4.0,2025-09-30
IND2025931,Data Engineer,Microsoft,MNC,E-Commerce,Indore,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,11.5,"dbt, ETL, SQL, AWS, Airflow",M.Tech/M.E.,2,213,4.2,2026-01-22
IND2025934,Data Engineer,ISRO,PSU/Govt,Consulting,Nagpur,Tier 2,Lead (10+ yrs),Full-Time,On-Site,21.7,"Kafka, Python, dbt, AWS",B.Tech/B.E.,2,164,3.1,2025-11-17
IND2025937,Data Scientist,Slice,Startup,Information Technology,Remote,Remote,Lead (10+ yrs),Full-Time,Remote,93.9,"Deep Learning, SQL, Pandas, Python, Tableau, Scikit-learn",B.Tech/B.E.,2,227,3.6,2025-08-21
IND2025942,Data Engineer,DRDO,PSU/Govt,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,7.2,"Kafka, Airflow, ETL",M.Tech/M.E.,3,320,3.1,2025-06-30
IND2025951,Data Scientist,Wipro,MNC,Information Technology,Chennai,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,22.7,"Pandas, Deep Learning, TensorFlow, NLP",MBA,2,229,3.7,2025-02-03
IND2025952,Data Analyst,BrowserStack,Startup,Telecom,Pune,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,9.4,"Python, Data Visualization, Excel, Power BI, SQL",PhD,5,388,4.3,2025-04-22
IND2025955,Business Analyst,Ola,Indian Unicorn,E-Commerce,Remote,Remote,Fresher (0-1 yr),Internship,Hybrid,2.5,"Excel, SQL, Requirements Gathering, Power BI",B.Tech/B.E.,2,230,3.4,2025-01-26
IND2025959,Data Scientist,TCS,MNC,Information Technology,Pune,Tier 1,Lead (10+ yrs),Full-Time,On-Site,71.6,"Statistics, Pandas, Machine Learning",BCA,2,210,3.4,2025-12-11
IND2025967,Data Scientist,Google,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Hybrid,19.4,"NLP, Deep Learning, Python",MBA,3,246,4.1,2025-06-10
IND2025968,Business Analyst,Accenture,MNC,Banking & Finance,Chennai,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,5.2,"Excel, SQL, Requirements Gathering, Power BI, Agile, JIRA",MCA,10,857,4.1,2025-05-14
IND2025970,Data Scientist,HCL Technologies,MNC,Information Technology,Remote,Remote,Fresher (0-1 yr),Contract,Remote,6.4,"TensorFlow, SQL, Tableau",B.Com + Certification,2,135,3.3,2025-03-13
IND2025974,Data Scientist,Deloitte,MNC,E-Commerce,Pune,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,28.5,"Machine Learning, NLP, Statistics",B.Tech/B.E.,15,430,3.4,2024-10-01
IND2025982,Business Analyst,DRDO,PSU/Govt,Information Technology,Delhi,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,3.4,"Agile, Power BI, JIRA",MCA,1,74,4.1,2025-11-03
IND2025985,Data Scientist,Byju's,Indian Unicorn,Information Technology,Remote,Remote,Lead (10+ yrs),Contract,Remote,82.4,"NLP, Deep Learning, SQL, TensorFlow, Machine Learning",B.Tech/B.E.,1,75,4.3,2025-04-22
IND2025997,Data Engineer,Hasura,Startup,FinTech,Bangalore,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,9.1,"Kafka, AWS, dbt",B.Tech/B.E.,2,163,4.0,2024-08-08
IND2025998,Data Analyst,Nykaa,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,16.3,"Python, Power BI, Tableau, Data Visualization",MCA,5,184,4.1,2025-06-02
IND2026004,Data Scientist,Razorpay,Indian Unicorn,Automobile,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,33.6,"Deep Learning, Tableau, SQL, Python",M.Tech/M.E.,3,226,3.9,2026-03-13
IND2026007,Data Engineer,Zerodha,Startup,EdTech,Jaipur,Tier 2,Senior (6-10 yrs),Part-Time,On-Site,46.0,"dbt, Kafka, Python, SQL, Spark",B.Tech/B.E.,1,94,3.8,2024-10-28
IND2026019,Data Analyst,Dream11,Indian Unicorn,E-Commerce,Remote,Remote,Lead (10+ yrs),Full-Time,Remote,51.4,"Data Visualization, Tableau, Statistics",MCA,5,402,3.9,2025-04-25
IND2026022,Business Analyst,ISRO,PSU/Govt,Banking & Finance,Remote,Remote,Lead (10+ yrs),Full-Time,Remote,29.0,"Requirements Gathering, SQL, JIRA",B.Tech/B.E.,3,323,4.2,2025-03-26
IND2026024,Data Scientist,Groww,Startup,Information Technology,Hyderabad,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,8.7,"Statistics, Tableau, Python, Pandas, TensorFlow, SQL",B.Sc (CS/IT),15,1041,3.7,2024-12-25
IND2026029,Data Analyst,Setu,Startup,Banking & Finance,Pune,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,24.6,"SQL, Power BI, Python",B.Tech/B.E.,5,309,4.2,2025-11-30
IND2026030,Data Analyst,Groww,Startup,Banking & Finance,Remote,Remote,Lead (10+ yrs),Full-Time,On-Site,46.1,"Statistics, Power BI, Python",M.Tech/M.E.,5,453,3.8,2024-11-05
IND2026038,Data Engineer,Darwinbox,Startup,FinTech,Kolkata,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,8.5,"Spark, ETL, dbt",MCA,2,106,4.2,2026-04-11
IND2026046,Data Scientist,Dream11,Indian Unicorn,Consulting,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,13.0,"Pandas, NLP, SQL, Scikit-learn, Deep Learning",B.Tech/B.E.,3,271,3.8,2024-06-01
IND2026050,Data Scientist,Zerodha,Startup,FinTech,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,8.2,"Tableau, Python, Scikit-learn, Statistics",B.Com + Certification,3,351,3.8,2025-03-08
IND2026053,Business Analyst,Cognizant,MNC,Information Technology,Remote,Remote,Junior (1-3 yrs),Internship,On-Site,1.1,"SQL, Excel, Requirements Gathering",B.Sc (CS/IT),15,1735,3.0,2024-12-07
IND2026066,Business Analyst,Cisco,MNC,HealthTech,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,29.1,"SQL, Requirements Gathering, Agile, Power BI",B.Sc (CS/IT),2,104,4.2,2024-07-19
IND2026069,Business Analyst,Capgemini,MNC,Information Technology,Lucknow,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,8.7,"SQL, Power BI, Requirements Gathering, JIRA, Excel, Agile",M.Tech/M.E.,10,407,4.0,2024-10-22
IND2026070,Business Analyst,Ola,Indian Unicorn,HealthTech,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,11.4,"SQL, Power BI, Agile, Excel, JIRA, Requirements Gathering",M.Tech/M.E.,2,156,3.6,2026-03-29
IND2026079,Data Scientist,Postman,Startup,Manufacturing,Bangalore,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,17.3,"SQL, Statistics, Machine Learning, Deep Learning, Scikit-learn",M.Tech/M.E.,5,489,2.9,2025-02-01
IND2026082,Data Analyst,Capgemini,MNC,Banking & Finance,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,17.3,"Data Visualization, Excel, Tableau, Python, Power BI",B.Tech/B.E.,1,75,3.7,2024-10-17
IND2026083,Data Engineer,Accenture,MNC,Information Technology,Chennai,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,11.8,"Python, dbt, Airflow",B.Com + Certification,3,128,4.1,2025-01-08
IND2026084,Data Scientist,Zomato,Indian Unicorn,E-Commerce,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,37.5,"Deep Learning, Machine Learning, NLP, Python, Scikit-learn, Tableau",MBA,10,1023,3.5,2025-04-20
IND2026089,Business Analyst,Swiggy,Indian Unicorn,E-Commerce,Bangalore,Tier 1,Lead (10+ yrs),Full-Time,On-Site,61.7,"Requirements Gathering, Agile, SQL, Power BI",B.Tech/B.E.,3,260,3.9,2024-09-21
IND2026090,Data Engineer,Tech Mahindra,MNC,Consulting,Hyderabad,Tier 1,Mid (3-6 yrs),Internship,Hybrid,3.1,"dbt, SQL, AWS, Spark",MBA,15,1017,3.4,2025-04-30
IND2026094,Business Analyst,Chargebee,Startup,Banking & Finance,Pune,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,18.2,"Agile, Requirements Gathering, JIRA",B.Tech/B.E.,2,64,2.8,2025-02-20
IND2026100,Data Engineer,Fi Money,Startup,Media & Entertainment,Indore,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,8.4,"Python, Airflow, SQL",B.Tech/B.E.,1,66,3.7,2024-11-25
IND2026101,Data Analyst,HCL Technologies,MNC,Media & Entertainment,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,6.5,"Python, Statistics, Tableau, SQL",B.Tech/B.E.,1,28,4.2,2025-05-26
IND2026105,Data Analyst,BEL,PSU/Govt,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,15.4,"Tableau, SQL, Excel, Statistics, Power BI, Data Visualization",BCA,1,80,4.2,2025-06-06
IND2026108,Data Engineer,Dream11,Indian Unicorn,EdTech,Pune,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,13.7,"Spark, SQL, dbt, Kafka",B.Tech/B.E.,5,451,4.3,2026-01-22
IND2026110,Data Analyst,BrowserStack,Startup,Gaming,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,24.3,"Excel, Data Visualization, SQL",B.Tech/B.E.,1,83,4.1,2024-12-24
IND2026114,Business Analyst,Wipro,MNC,Government/PSU,Bhubaneswar,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,33.6,"Agile, JIRA, SQL",B.Tech/B.E.,2,220,3.1,2026-02-21
IND2026116,Data Engineer,Chargebee,Startup,Information Technology,Delhi,Tier 1,Mid (3-6 yrs),Part-Time,On-Site,16.3,"Airflow, dbt, Spark, AWS, ETL",B.Tech/B.E.,1,109,3.6,2024-12-08
IND2026117,Data Scientist,HAL,PSU/Govt,Consulting,Kochi,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,9.4,"SQL, Scikit-learn, Tableau, Deep Learning, TensorFlow",MCA,3,348,4.3,2025-06-09
IND2026118,Data Analyst,Infosys,MNC,Government/PSU,Remote,Remote,Senior (6-10 yrs),Full-Time,On-Site,29.5,"SQL, Statistics, Python, Power BI, Data Visualization",B.Tech/B.E.,5,509,4.0,2025-03-16
IND2026127,Data Analyst,ISRO,PSU/Govt,Manufacturing,Nagpur,Tier 2,Lead (10+ yrs),Full-Time,On-Site,23.7,"Data Visualization, Power BI, Excel, Statistics, SQL",B.Tech/B.E.,5,504,4.3,2025-05-22
IND2026131,Data Engineer,Tech Mahindra,MNC,Government/PSU,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,17.9,"Airflow, SQL, Spark",B.Sc (CS/IT),1,56,3.7,2024-12-09
IND2026137,Data Scientist,TCS,MNC,Information Technology,Ahmedabad,Tier 2,Mid (3-6 yrs),Contract,On-Site,21.1,"Pandas, TensorFlow, Statistics",B.Tech/B.E.,1,65,3.9,2026-02-25
IND2026138,Data Scientist,Cisco,MNC,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,11.3,"Pandas, Tableau, NLP, Scikit-learn",B.Tech/B.E.,1,113,3.4,2024-07-31
IND2026146,Business Analyst,Wipro,MNC,E-Commerce,Lucknow,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,11.2,"Excel, JIRA, Agile, Power BI",BCA,20,1636,3.1,2026-01-25
IND2026150,Data Engineer,Zoho,Indian Unicorn,E-Commerce,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,26.6,"Python, Kafka, dbt, ETL, AWS, Spark",B.Tech/B.E.,1,85,3.5,2024-12-16
IND2026151,Data Scientist,Setu,Startup,Banking & Finance,Pune,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,54.4,"Machine Learning, Tableau, TensorFlow, Scikit-learn",M.Tech/M.E.,1,116,3.3,2025-09-18
IND2026153,Data Scientist,Cognizant,MNC,Information Technology,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,12.5,"Statistics, Tableau, Scikit-learn",B.Tech/B.E.,1,116,3.9,2024-09-26
IND2026160,Data Analyst,Darwinbox,Startup,E-Commerce,Indore,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,45.3,"Data Visualization, Excel, Tableau, SQL, Statistics, Power BI",BCA,2,217,4.1,2024-08-29
IND2026161,Data Engineer,BSNL,PSU/Govt,E-Commerce,Pune,Tier 1,Fresher (0-1 yr),Contract,On-Site,3.5,"dbt, Python, Kafka, Spark, AWS, SQL",B.Tech/B.E.,1,113,3.4,2025-08-13
IND2026182,Data Analyst,HAL,PSU/Govt,Automobile,Bangalore,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,17.8,"Excel, Python, SQL, Power BI, Tableau, Statistics",MCA,10,1036,3.9,2024-07-05
IND2026192,Data Scientist,Cisco,MNC,HealthTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,10.6,"Machine Learning, SQL, Python, Pandas",MCA,3,236,3.2,2025-01-01
IND2026198,Data Engineer,Setu,Startup,FinTech,Hyderabad,Tier 1,Senior (6-10 yrs),Part-Time,On-Site,43.4,"Python, Kafka, Spark, ETL, AWS, dbt",B.Tech/B.E.,1,90,2.7,2025-06-29
IND2026200,Business Analyst,Hasura,Startup,Information Technology,Chandigarh,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,43.6,"Agile, SQL, Excel",B.Tech/B.E.,5,316,2.8,2024-07-31
IND2026202,Data Analyst,Postman,Startup,Information Technology,Hyderabad,Tier 1,Lead (10+ yrs),Full-Time,On-Site,44.7,"SQL, Power BI, Statistics, Python",BCA,10,619,3.0,2025-03-20
IND2026203,Data Engineer,Fi Money,Startup,Information Technology,Bhubaneswar,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,10.2,"AWS, Airflow, dbt, Spark, SQL",B.Sc (CS/IT),5,383,3.1,2026-02-02
IND2026205,Data Analyst,Flipkart,Indian Unicorn,Banking & Finance,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,27.6,"Tableau, SQL, Power BI, Data Visualization, Statistics, Excel",B.Com + Certification,2,74,3.1,2025-11-22
IND2026215,Data Analyst,NTPC,PSU/Govt,E-Commerce,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,15.7,"Excel, Power BI, Python, SQL, Data Visualization, Tableau",M.Tech/M.E.,5,321,3.6,2024-06-15
IND2026219,Data Scientist,Groww,Startup,Information Technology,Remote,Remote,Senior (6-10 yrs),Part-Time,Remote,41.1,"Deep Learning, TensorFlow, Machine Learning, Scikit-learn, Pandas",B.Tech/B.E.,2,205,4.1,2024-11-13
IND2026224,Business Analyst,Amazon,MNC,FinTech,Remote,Remote,Junior (1-3 yrs),Full-Time,On-Site,9.3,"Excel, JIRA, Power BI",B.Tech/B.E.,1,106,3.9,2025-04-06
IND2026226,Data Analyst,Leadsquared,Startup,Information Technology,Remote,Remote,Lead (10+ yrs),Full-Time,Hybrid,59.9,"Statistics, SQL, Python, Excel, Data Visualization",MCA,5,338,3.0,2026-02-14
IND2026228,Data Scientist,TCS,MNC,Information Technology,Delhi,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,51.2,"Tableau, Pandas, Deep Learning",M.Tech/M.E.,3,185,3.4,2026-03-18
IND2026229,Data Scientist,Oracle,MNC,Information Technology,Nagpur,Tier 2,Fresher (0-1 yr),Full-Time,Hybrid,5.8,"Machine Learning, Python, Statistics, NLP, Tableau",BCA,3,317,3.5,2025-11-26
IND2026231,Business Analyst,CRED,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,11.0,"JIRA, Agile, Power BI, SQL, Excel, Requirements Gathering",BCA,3,184,4.3,2025-02-06
IND2026238,Data Engineer,BrowserStack,Startup,HealthTech,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,27.7,"dbt, AWS, SQL, Python, ETL, Airflow",M.Tech/M.E.,3,183,4.1,2025-09-09
IND2026242,Data Analyst,Cisco,MNC,Government/PSU,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,20.2,"Data Visualization, SQL, Excel, Tableau, Power BI",B.Com + Certification,1,96,3.6,2025-08-29
IND2026248,Data Scientist,Wipro,MNC,Consulting,Pune,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,7.4,"Statistics, TensorFlow, NLP",B.Tech/B.E.,2,203,2.9,2026-04-15
IND2026260,Data Scientist,Wipro,MNC,HealthTech,Mumbai,Tier 1,Lead (10+ yrs),Full-Time,On-Site,58.9,"Pandas, Machine Learning, NLP",B.Com + Certification,3,131,4.1,2025-03-23
IND2026261,Data Scientist,Flipkart,Indian Unicorn,Information Technology,Bangalore,Tier 1,Junior (1-3 yrs),Internship,Hybrid,1.2,"Scikit-learn, Statistics, NLP, Tableau, Pandas, TensorFlow",PhD,5,338,2.8,2024-10-17
IND2026276,Data Engineer,TCS,MNC,Media & Entertainment,Remote,Remote,Senior (6-10 yrs),Full-Time,On-Site,29.2,"Kafka, SQL, dbt",B.Tech/B.E.,5,577,3.6,2025-08-02
IND2026277,Data Engineer,Infosys,MNC,Banking & Finance,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,13.3,"SQL, ETL, Kafka, Spark, Python",B.Tech/B.E.,2,79,2.9,2025-01-01
IND2026295,Data Engineer,HCL Technologies,MNC,HealthTech,Nagpur,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,8.3,"SQL, Kafka, dbt, Airflow, ETL, Python",BCA,5,543,3.8,2025-04-27
IND2026297,Business Analyst,Tech Mahindra,MNC,FinTech,Remote,Remote,Junior (1-3 yrs),Contract,Hybrid,7.6,"Power BI, Requirements Gathering, SQL, Agile",B.Tech/B.E.,1,51,4.1,2025-01-05
IND2026300,Data Scientist,Wipro,MNC,Information Technology,Remote,Remote,Lead (10+ yrs),Full-Time,On-Site,48.9,"Python, Machine Learning, NLP, Tableau, Statistics",B.Tech/B.E.,3,102,3.9,2024-09-06
IND2026319,Data Engineer,Capgemini,MNC,Information Technology,Bhubaneswar,Tier 2,Mid (3-6 yrs),Internship,On-Site,1.9,"Python, Kafka, Spark, ETL, dbt",B.Tech/B.E.,2,201,4.1,2025-11-04
IND2026323,Data Scientist,BHEL,PSU/Govt,E-Commerce,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,7.2,"NLP, Pandas, Statistics, Machine Learning",M.Tech/M.E.,20,1866,3.9,2025-02-01
IND2026337,Data Scientist,ISRO,PSU/Govt,Information Technology,Bhubaneswar,Tier 2,Fresher (0-1 yr),Contract,Hybrid,4.9,"Python, TensorFlow, Tableau",M.Tech/M.E.,2,237,3.4,2024-11-25
IND2026340,Data Scientist,Capgemini,MNC,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,Hybrid,5.4,"Machine Learning, SQL, NLP, Pandas, Tableau",M.Tech/M.E.,3,285,3.7,2024-10-22
IND2026342,Data Scientist,InMobi,Startup,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Hybrid,30.1,"NLP, Tableau, Python, TensorFlow, Pandas, SQL",M.Tech/M.E.,3,126,3.6,2025-09-02
IND2026346,Data Scientist,Lenskart,Startup,Consulting,Pune,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,22.8,"Python, Statistics, Tableau, Scikit-learn, SQL, TensorFlow",M.Tech/M.E.,1,44,4.2,2024-12-18
IND2026348,Data Scientist,TCS,MNC,Information Technology,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,28.6,"Scikit-learn, Machine Learning, TensorFlow, Pandas, Deep Learning, Statistics",B.Tech/B.E.,1,116,4.0,2025-06-08
IND2026354,Data Engineer,Postman,Startup,FinTech,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,20.6,"Python, Spark, SQL, ETL, AWS",BCA,1,91,3.6,2025-08-06
IND2026366,Data Engineer,Nykaa,Indian Unicorn,E-Commerce,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,13.9,"Kafka, SQL, dbt, Airflow, AWS",MCA,2,138,4.2,2024-06-02
IND2026373,Data Analyst,Amazon,MNC,Information Technology,Ahmedabad,Tier 2,Mid (3-6 yrs),Internship,On-Site,3.0,"Excel, Python, Tableau, Power BI, Data Visualization, Statistics",B.Tech/B.E.,1,81,3.0,2026-02-05
IND2026376,Data Scientist,DRDO,PSU/Govt,HealthTech,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,7.9,"TensorFlow, NLP, Statistics, Python",B.Tech/B.E.,2,179,3.7,2026-02-06
IND2026379,Data Analyst,IBM,MNC,Information Technology,Kolkata,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,18.6,"SQL, Python, Excel, Data Visualization, Tableau, Power BI",B.Tech/B.E.,3,318,4.3,2025-09-01
IND2026383,Data Engineer,Deloitte,MNC,EdTech,Remote,Remote,Mid (3-6 yrs),Full-Time,Hybrid,16.2,"Kafka, AWS, Python, dbt, Spark, ETL",BCA,2,162,3.8,2024-06-14
IND2026387,Data Engineer,Hasura,Startup,Media & Entertainment,Remote,Remote,Senior (6-10 yrs),Contract,Remote,31.9,"Airflow, ETL, Python, AWS",B.Tech/B.E.,2,185,3.4,2025-12-08
IND2026391,Data Scientist,NTPC,PSU/Govt,Information Technology,Remote,Remote,Mid (3-6 yrs),Internship,Remote,2.8,"Python, Scikit-learn, Statistics, SQL",BCA,2,228,3.1,2025-08-19
IND2026392,Data Engineer,Lenskart,Startup,Information Technology,Remote,Remote,Junior (1-3 yrs),Part-Time,Remote,9.3,"Kafka, AWS, ETL",BCA,5,525,2.7,2025-02-06
IND2026406,Data Analyst,Darwinbox,Startup,Logistics,Kochi,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,24.8,"SQL, Power BI, Python, Statistics",BCA,10,1141,3.8,2024-10-29
